name,city,state,address,latitude,longitude
Sitatirtham steeped well with entrance in the from of a bull,,,Sitatirtham steeped well with entrance in the from of a bull,,
The Hill fort and northern gateway with inscriptions,,,The Hill fort and northern gateway with inscriptions,,
The citadel and ruined buildings on the hill,,,The citadel and ruined buildings on the hill,,
Watch tower known as Rama's bastion,,,Watch tower known as Rama's bastion,,
Small pavillion,,,Small pavillion,29.4984042,-98.6173642
Old gopuram,,,Old gopuram,,
Old stamba or lamp pillar in the sub collector's office compound,,,Old stamba or lamp pillar in the sub collector's office compound,,
Hill fort and a large wall,,,Hill fort and a large wall,,
Lower Fort and structure,,,Lower Fort and structure,,
Upper Fort,,,Upper Fort,28.0041951,84.6343917
Venkateswara Vishnu temple,,,Venkateswara Vishnu temple,13.0011706,80.2596654
Chennakeswaraswami temple,,,Chennakeswaraswami temple,,
Fort,,,Fort,18.9332665,72.8345146
"Lower Fort , Center Fort wall, moat, old fort gateway, old hanuman temple, old mandapam",,,"Lower Fort , Center Fort wall, moat, old fort gateway, old hanuman temple, old mandapam",,
Palliswara Mudaiya Madeya temple,,,Palliswara Mudaiya Madeya temple,,
Parasuramesvara temple,,,Parasuramesvara temple,,
Mahal,,,Mahal,46.9752007,24.0456887
Bhimeshwara swamy temple,,,Bhimeshwara swamy temple,,
Indranadheshwara swamy temple,,,Indranadheshwara swamy temple,,
Kamalasambnashwara swamy temple,,,Kamalasambnashwara swamy temple,,
Raghaveswara swamy temple,,,Raghaveswara swamy temple,,
Sivakesavaswamy temple,,,Sivakesavaswamy temple,,
Trikoteswara swamy temple,,,Trikoteswara swamy temple,16.1469667,80.0354224
Vaidhyanadha swamy temple,,,Vaidhyanadha swamy temple,,
Ancient Village sites,,,Ancient Village sites,,
Kondarama temple,,,Kondarama temple,,
Mukundesvara temple with inscriptions,,,Mukundesvara temple with inscriptions,,
Narasimha temple,,,Narasimha temple,10.4871162,76.2165367
Vigneswara swamy temple,,,Vigneswara swamy temple,16.2798262,80.2092393
Remains of the buried jain temple,,,Remains of the buried jain temple,,
"Fort with enclosed ancient buildings, Madhavaperumal temple",,,"Fort with enclosed ancient buildings, Madhavaperumal temple",,
Visvanatha swamy temple,,,Visvanatha swamy temple,,
Saumyanatha temple,,,Saumyanatha temple,,
Athirala parasurama temple,,,Athirala parasurama temple,,
Sri Kodandarma swamy temple and adjoining buildings,,,Sri Kodandarma swamy temple and adjoining buildings,,
"Fort , Moat and buildings",,,"Fort , Moat and buildings",,
Old Vishnu temples with inscriptions,,,Old Vishnu temples with inscriptions,,
Agatheswar Swami Temple,,,Agatheswar Swami Temple,,
Ruined Buuddhist stupa and other remains,,,Ruined Buuddhist stupa and other remains,,
Inscribed rock to the west of Dharanikota,,,Inscribed rock to the west of Dharanikota,,
Fort in ruins,,,Fort in ruins,32.0197581,76.692683
Ancient siva temple with inscription,,,Ancient siva temple with inscription,,
Bhavanarayana temple,,,Bhavanarayana temple,,
Ruined Buddhist stupa,,,Ruined Buddhist stupa,,
Kapoteswara temple with the inscriptional monuments within the temple site(slabs in the temple site),,,Kapoteswara temple with the inscriptional monuments within the temple site(slabs in the temple site),,
Mounds with ancient remains,,,Mounds with ancient remains,,
Inscribed marble pillar near the Gopala temple,,,Inscribed marble pillar near the Gopala temple,,
Ancient Buddhist remains and Brahmi inscriptions on the mound,,,Ancient Buddhist remains and Brahmi inscriptions on the mound,,
Mounds with ancient remains,,,Mounds with ancient remains,,
Fort-storeyed rock-cut Hindu temple,,,Fort-storeyed rock-cut Hindu temple,,
"The Sculptures, carvings, images or other like objects discovered within the revenue limit",,,"The Sculptures, carvings, images or other like objects discovered within the revenue limit",,
Mound,,,Mound,44.9366295,-93.6660719
Hill of Nagarjunakonda with the ancient remains,,,Hill of Nagarjunakonda with the ancient remains,,
"The Sculptures, carvings, images on the ancient mound",,,"The Sculptures, carvings, images on the ancient mound",,
Reconstructed monumets at Anupu and Nagarjunklonda hilltop,,,Reconstructed monumets at Anupu and Nagarjunklonda hilltop,,
Mounds containing Buddhist remains such as stupas,,,Mounds containing Buddhist remains such as stupas,,
"Rock-cut caves and cisterns and remains of Buddhist Stupas, Chatyas and Viharas (monasteries) on the hill pandavula or pandavakonda",,,"Rock-cut caves and cisterns and remains of Buddhist Stupas, Chatyas and Viharas (monasteries) on the hill pandavula or pandavakonda",,
Buddhist remains at Kodavali,,,Buddhist remains at Kodavali,,
Bhimeswara temple,,,Bhimeswara temple,17.0421818,82.1713115
Bhimeswara temple,,,Bhimeswara temple,17.0421818,82.1713115
Gollingeswara group of temples,,,Gollingeswara group of temples,,
Monolithic Ganesh Image,,,Monolithic Ganesh Image,,
Ancient site and remains comprised in survey plot No. 37,,,Ancient site and remains comprised in survey plot No. 37,,
Ancient site with the mound marking the Buddhist Stupas in it.,,,Ancient site with the mound marking the Buddhist Stupas in it.,,
Buddhist remains in a mound,,,Buddhist remains in a mound,,
Mound containing Budhist remains and ancient village site.,,,Mound containing Budhist remains and ancient village site.,,
Hillock containing the mound marking the ancient remains of Budhist stupas situated on it,,,Hillock containing the mound marking the ancient remains of Budhist stupas situated on it,,
"Bandar Fort 1) Armoury known as Fort and customs office, Bandar Fort customs office, 2) Belfry",,,"Bandar Fort 1) Armoury known as Fort and customs office, Bandar Fort customs office, 2) Belfry",,
Dutch cemetry,,,Dutch cemetry,,
Buddhist remains of a Stupa on the hill,,,Buddhist remains of a Stupa on the hill,,
Four pillars in the ruined mandapam in Jammidoddi,,,Four pillars in the ruined mandapam in Jammidoddi,,
Two rock-cut cave temples on the Indrakila hill known as Akkanna caves Kiratarjuna pillar and slab the Indrakila hil Inscribed pillar and slab in Malleswaraswami temple,,,Two rock-cut cave temples on the Indrakila hill known as Akkanna caves Kiratarjuna pillar and slab the Indrakila hil Inscribed pillar and slab in Malleswaraswami temple,,
Rock-cut cave temples on the Hill,,,Rock-cut cave temples on the Hill,,
"Sculptures, carvings, images other like objects found in the vicinity of the old Mosque",,,"Sculptures, carvings, images other like objects found in the vicinity of the old Mosque",,
Inscribed Pillar and slab in Mallesvarasvami temple,,,Inscribed Pillar and slab in Mallesvarasvami temple,,
Kiratharjuna Pillar on the Indrakilla Hill,,,Kiratharjuna Pillar on the Indrakilla Hill,,
Ruined fort and buildings therein except Ramazan masjid,,,Ruined fort and buildings therein except Ramazan masjid,,
Inscribed stone lying to the east of siva temple,,,Inscribed stone lying to the east of siva temple,,
Inscribed boulder bearing Andhra records of 150 A.D.,,,Inscribed boulder bearing Andhra records of 150 A.D.,,
A prominent granite hillock bearing Asokan inscriptions,,,A prominent granite hillock bearing Asokan inscriptions,,
"The One Asokan inscription, Two early Chalukya inscriptions and One late Chalukya inscriptions.",,,"The One Asokan inscription, Two early Chalukya inscriptions and One late Chalukya inscriptions.",,
Mausaleum known as Abdul Wahab Khan's Tomb and adjoining buildings,,,Mausaleum known as Abdul Wahab Khan's Tomb and adjoining buildings,,
"Gateways and the bastions of the old fort, viz; 1) Bastion No.1 Beach Ghantki Buruzu; 2) Bastion No. 2 Lal Bangalow Buruzu; 3) Gateway to Gopala Darwaja; 4) Gateway to Panikiddi",,,"Gateways and the bastions of the old fort, viz; 1) Bastion No.1 Beach Ghantki Buruzu; 2) Bastion No. 2 Lal Bangalow Buruzu; 3) Gateway to Gopala Darwaja; 4) Gateway to Panikiddi",,
Nandavaram Temple including the sculpture of Subrahamanya,,,Nandavaram Temple including the sculpture of Subrahamanya,,
Old Cave Temple,,,Old Cave Temple,,
Uma-Mahesvaraswami Temple,,,Uma-Mahesvaraswami Temple,,
Mound known as 'Bodipati Dibba',,,Mound known as 'Bodipati Dibba',,
Ancient Mound,,,Ancient Mound,31.6066,-94.65063
Hill Fort with Ancient buildings therein,,,Hill Fort with Ancient buildings therein,,
"Krishna Temple in a part of Donka with Gopuram, Kalyanamandapam and Masonry built Tank",,,"Krishna Temple in a part of Donka with Gopuram, Kalyanamandapam and Masonry built Tank",,
Ranganayakula Temple,,,Ranganayakula Temple,14.1183948,79.3452539
Ancient Mounds,,,Ancient Mounds,26.1227051,50.5598545
A group of eight rock-cut temples in Bhairavakonda hill,,,A group of eight rock-cut temples in Bhairavakonda hill,,
Chola Temple,,,Chola Temple,11.9964646,76.22982
Ancient Mound,,,Ancient Mound,31.6066,-94.65063
Pitikeswara group of temples including Approach road,,,Pitikeswara group of temples including Approach road,,
Ancient Site,,,Ancient Site,36.2423095,29.9530402
Remalingesvara group of temples,,,Remalingesvara group of temples,,
Ancient Buddhist site,,,Ancient Buddhist site,8.1183328,80.6646122
Sri Somesvara temple,,,Sri Somesvara temple,35.6574145,-82.866335
"Bhimesvara temple, Mukhalingesvara temple",,,"Bhimesvara temple, Mukhalingesvara temple",,
Buddhist remains; 1) Six Images; 2) Three images and some more images on the hill; 3) One image; 4) Three images,,,Buddhist remains; 1) Six Images; 2) Three images and some more images on the hill; 3) One image; 4) Three images,,
Eastern portion of Salihundam hill containing Buddhist remains ( A Chaitya and four stupas),,,Eastern portion of Salihundam hill containing Buddhist remains ( A Chaitya and four stupas),,
Ancient Buddhist Mounds locally known as 'Dhana Dibbalu',,,Ancient Buddhist Mounds locally known as 'Dhana Dibbalu',,
"Buddhist rock-cut stupas, Dagabas and caves and the ruins of a structural Chaitya with its outbuilding and other Ancient remains on twoadjoining hills known as Bojjanna Konda.",,,"Buddhist rock-cut stupas, Dagabas and caves and the ruins of a structural Chaitya with its outbuilding and other Ancient remains on twoadjoining hills known as Bojjanna Konda.",,
(Durga Bhairavakonda) having an ancient monument called Durga,,,(Durga Bhairavakonda) having an ancient monument called Durga,,
Ruined Buddhist Monastery at Gurubhaktulakonda,,,Ruined Buddhist Monastery at Gurubhaktulakonda,,
"The old, Dibbesvarasvamipur temple",,,"The old, Dibbesvarasvamipur temple",,
Mounds containing Buddhist remains,,,Mounds containing Buddhist remains,,
Mounds locally known as Bhimalingadibba,,,Mounds locally known as Bhimalingadibba,,
Buddhist monuments; 1) Rock-cut temple 2) Large Monastery 3) Small Monastery 4) Brick Chaitya 5) Ruined Mandapa 6) Stone built Stupa and Large group of stupas.,,,Buddhist monuments; 1) Rock-cut temple 2) Large Monastery 3) Small Monastery 4) Brick Chaitya 5) Ruined Mandapa 6) Stone built Stupa and Large group of stupas.,,
The caves and structural stupa of Archaeological interest on Dharmalingesvarasvami hill,,,The caves and structural stupa of Archaeological interest on Dharmalingesvarasvami hill,,
"The mounds of Pedavegi : Dibba No.1 Dibba No.2, Dibba No. 3, Dibba No. 4, Dibba No. 5.",,,"The mounds of Pedavegi : Dibba No.1 Dibba No.2, Dibba No. 3, Dibba No. 4, Dibba No. 5.",,
Ancient Mounds,,,Ancient Mounds,26.1227051,50.5598545
Ram Bagh Gate,Amritsar,,"Ram Bagh Gate, Amritsar",,
Summer Palace of Maharaja Ranjit Singh,Amritsar,,"Summer Palace of Maharaja Ranjit Singh, Amritsar",31.6377854,74.8788598
Gateway of the old Sarai Akbar or Jahangir on the old Delhi and Lahore road.,Amanat Khan,,"Gateway of the old Sarai Akbar or Jahangir on the old Delhi and Lahore road., Amanat Khan",,
Gateway of the old Sarai Akbar or Jahangir on the old Delhi and Lahore road.,Fatehabad,,"Gateway of the old Sarai Akbar or Jahangir on the old Delhi and Lahore road., Fatehabad",,
Bhatinda Fort,Bhatinda,,"Bhatinda Fort, Bhatinda",,
Ancient site and Buddhist Stupa,Sanghol (Uncha Pind),,"Ancient site and Buddhist Stupa, Sanghol (Uncha Pind)",,
Ancient Buddhist Stupa (SGL-11),Sanghol,,"Ancient Buddhist Stupa (SGL-11), Sanghol",,
The mound about 60 feet high known as Mud fort situated in field,Abohar,,"The mound about 60 feet high known as Mud fort situated in field, Abohar",,
Baradari generally known as Anarkali at Batala,Batala,,"Baradari generally known as Anarkali at Batala, Batala",,
Shamsher Khan's Tomb,Batala,,"Shamsher Khan's Tomb, Batala",,
Takht-i-Akbari,Kalanaur,,"Takht-i-Akbari, Kalanaur",,
Kos Minar,Birpind,,"Kos Minar, Birpind",31.1140139,75.5209849
Kos Minar,Chima Kalan,,"Kos Minar, Chima Kalan",,
"Mughal Kos Minar, three miles to the north west of Dakhni Sarai",Dakhni Jahangir,,"Mughal Kos Minar, three miles to the north west of Dakhni Sarai, Dakhni Jahangir",,
Kos Minar,Nakodar,,"Kos Minar, Nakodar",31.1140139,75.5209849
Kos Minar,Shampur,,"Kos Minar, Shampur",,
Kos Minar,Tut Kalan,,"Kos Minar, Tut Kalan",,
Kos Minar,Upal,,"Kos Minar, Upal",31.0770593,75.6504245
Mughal Bridge,Dakhni,,"Mughal Bridge, Dakhni",,
Sarai Including Gateways,Dakhni,,"Sarai Including Gateways, Dakhni",,
"Mughal Kos Minar, Three Miles of North-west of Dakhni Sarai",Dakhni Khanpur Dhadha,,"Mughal Kos Minar, Three Miles of North-west of Dakhni Sarai, Dakhni Khanpur Dhadha",,
Theh Gatti Mound,Nagar,,"Theh Gatti Mound, Nagar",,
"The tomb, viz. the first octagonal and known as the tomb of Mohammad Momin the (Ustad), now empty, and the other square and known as the tomb of Haji Jamal, his pupil, the latter contains 5 graves inside and one on the platform outside",Nakodar,,"The tomb, viz. the first octagonal and known as the tomb of Mohammad Momin the (Ustad), now empty, and the other square and known as the tomb of Haji Jamal, his pupil, the latter contains 5 graves inside and one on the platform outside, Nakodar",,
Sarai including gateway,Nurmahal,,"Sarai including gateway, Nurmahal",,
Ancient Mound,Katpalon,,"Ancient Mound, Katpalon",,
Maharaja Ranjit Singh Fort at Phillar,Phillaur,,"Maharaja Ranjit Singh Fort at Phillar, Phillaur",,
Kos Minar,Ghungrali Rajputan,,"Kos Minar, Ghungrali Rajputan",,
Kos Minar,Lashkari Khan,,"Kos Minar, Lashkari Khan",,
Kos Minar (Missing),Dhandari Kalan,,"Kos Minar (Missing), Dhandari Kalan",,
Kos Minar,Sherpur Kalan,,"Kos Minar, Sherpur Kalan",30.9059734,75.881193
Ancient Site of Sunet,Sunet,,"Ancient Site of Sunet, Sunet",,
Kos Minar,Sunnahwal,,"Kos Minar, Sunnahwal",,
Ancient Site,Ropar,,"Ancient Site, Ropar",,
,Ajmer,,Ajmer,26.4691,74.639
,Ajmer,,Ajmer,26.4691,74.639
,Ajmer,,Ajmer,26.4691,74.639
,Ajmer,,Ajmer,26.4691,74.639
,Ajmer,,Ajmer,26.4691,74.639
,Ajmer,,Ajmer,26.4691,74.639
,Ajmer,,Ajmer,26.4691,74.639
,Ajmer,,Ajmer,26.4691,74.639
,Ajmer,,Ajmer,26.4691,74.639
,Ajmer,,Ajmer,26.4691,74.639
,Ajmer,,Ajmer,26.4691,74.639
,Ajmer-Jaipur Road,,Ajmer-Jaipur Road,26.5081679,74.6980711
,Ajmer-Jaipur Road,,Ajmer-Jaipur Road,26.5081679,74.6980711
,Chatri,,Chatri,18.2897541,-73.5166363
,Chatri,,Chatri,18.2897541,-73.5166363
,Chugra,,Chugra,34.0782013,78.4687577
,Hoshiara,,Hoshiara,,
,Hoshiara,,Hoshiara,,
,Kair,,Kair,30.0443879,31.2357257
,Khanpura,,Khanpura,23.3712747,77.7657041
,Pushkar,,Pushkar,26.4876472,74.5578484
,Bikaner,,Bikaner,28.0159286,73.3171367
,Morkhana,,Morkhana,,
,Arthuna,,Arthuna,28.3255838,-82.2076332
,Bijolia,,Bijolia,25.162885,75.3237803
,Bijolia,,Bijolia,25.162885,75.3237803
,Bijolia,,Bijolia,25.162885,75.3237803
,Khadipur village,,Khadipur village,25.1246156,75.6701374
,Bundi,,Bundi,25.4367659,75.7361471
,Nainwa,,Nainwa,25.7698671,75.8541304
,Keshwarai Patan,,Keshwarai Patan,,
,Badoli,,Badoli,24.5040967,75.0037901
,Badoli,,Badoli,24.5040967,75.0037901
,Badoli,,Badoli,24.5040967,75.0037901
,Badoli,,Badoli,24.5040967,75.0037901
,Badoli,,Badoli,24.5040967,75.0037901
,Badoli,,Badoli,24.5040967,75.0037901
,Badoli,,Badoli,24.5040967,75.0037901
,Badoli,,Badoli,24.5040967,75.0037901
,Badoli,,Badoli,24.5040967,75.0037901
,Chittaur,,Chittaur,30.2689084,78.1766724
,Menal,,Menal,25.0927892,75.1792287
,Nagari,,Nagari,13.3206306,79.5852938
,Nagari,,Nagari,13.3206306,79.5852938
,Nagari,,Nagari,13.3206306,79.5852938
,Nilodh / Jeora,,Nilodh / Jeora,,
,Badopal,,Badopal,29.4157565,75.5488522
,Bhadrakali,,Bhadrakali,17.9940277,79.590977
,Dhokal,,Dhokal,25.5444981,77.5779227
,Hanumangarh,,Hanumangarh,29.3659533,74.298429
,Kalibangan,,Kalibangan,29.469648,74.1347876
,Manak,,Manak,31.302839,74.1975584
,Munda,,Munda,42.3503329,13.38879
,Peer Sultan,,Peer Sultan,30.7613441,71.0174747
,Pilibangan,,Pilibangan,,
,Mathula,,Mathula,-25.1014467,29.7409613
,Chak 86,,Chak 86,30.5219645,73.185205
,Bhannar Thedi,,Bhannar Thedi,,
,Binjor,,Binjor,29.2193464,73.1597004
,Baror,,Baror,22.9516696,75.9621711
,Rang Mahal,,Rang Mahal,19.0513253,72.8232167
,Tarkhanwala Dera,,Tarkhanwala Dera,,
,Baroda,,Baroda,22.2973142,73.1942567
,Deo Somnath,,Deo Somnath,,
,Binnayaga (Dag),,Binnayaga (Dag),,
,Binnayaga (Dag),,Binnayaga (Dag),,
,Dalsanagar (Gangadhar),,Dalsanagar (Gangadhar),,
,Dudhaliya (Dag),,Dudhaliya (Dag),23.854226,75.778427
,Hathiagor,,Hathiagor,,
,Kolvi (Dag),,Kolvi (Dag),,
,Jhalrapatan,,Jhalrapatan,24.5419929,76.1735064
,Abaneri,,Abaneri,,
,Abaneri,,Abaneri,,
,Abaneri,,Abaneri,,
,Lalsot,,Lalsot,26.5630662,76.3281328
,Maheshra,,Maheshra,26.2165931,76.2951135
,Raniwas,,Raniwas,26.789751,76.3524914
,Sikrai,,Sikrai,26.8668342,76.6796098
,Amber,,Amber,26.9888269,75.8558916
,Amber,,Amber,26.9888269,75.8558916
,Amber,,Amber,26.9888269,75.8558916
,Amber,,Amber,26.9888269,75.8558916
,Brahmpuri,,Brahmpuri,25.577208,74.50284
,Gulta ji,,Gulta ji,,
,Sambhar,,Sambhar,26.9110014,75.1848367
,Bairat,,Bairat,27.4344941,76.1823431
,Jaisalmer,,Jaisalmer,26.9116615,70.9124888
,Lodruva Patan,,Lodruva Patan,,
,Mandore,,Mandore,43.3448338,1.8191681
,Ganesh-Ganj or Atru,,Ganesh-Ganj or Atru,,
,Badwa,,Badwa,33.2268237,75.6669187
,Baran,,Baran,24.9208165,76.6821985
,Krishnavilas,,Krishnavilas,9.9591617,76.2902324
,Shargarh,,Shargarh,,
,Charchoma,,Charchoma,,
,Dara or Mukandara,,Dara or Mukandara,,
,Kanswa,,Kanswa,-4.9174543,29.6951768
,Alanpur,,Alanpur,22.4455713,77.1088953
,Sawai Madhopur,,Sawai Madhopur,26.1137182,76.4240637
,Ranthambor,,Ranthambor,,
,Sikar,,Sikar,27.6625058,75.0279905
,Bisalpur,,Bisalpur,28.3176982,79.8422407
,Bundwali Doongri,,Bundwali Doongri,,
,Gariagarh (Newai),,Gariagarh (Newai),,
,Jhalia,,Jhalia,,
,Khera,,Khera,26.3927386,77.8690128
,Nagar,,Nagar,36.3042502,74.26652
,Nagar,,Nagar,36.3042502,74.26652
,Nagar,,Nagar,36.3042502,74.26652
,Nagar,,Nagar,36.3042502,74.26652
,Nagar,,Nagar,36.3042502,74.26652
,Panwar,,Panwar,24.5694524,82.6618457
,Rairh (Newai),,Rairh (Newai),,
,Todarai Singh,,Todarai Singh,,
,Todarai Singh,,Todarai Singh,,
,Todarai Singh,,Todarai Singh,,
,Todarai Singh,,Todarai Singh,,
,Todarai Singh,,Todarai Singh,,
,Bayana,,Bayana,26.9059419,77.2924498
,Bayana,,Bayana,26.9059419,77.2924498
,Bayana,,Bayana,26.9059419,77.2924498
,Bayana,,Bayana,26.9059419,77.2924498
,Bayana,,Bayana,26.9059419,77.2924498
,Bayana,,Bayana,26.9059419,77.2924498
,Bayana,,Bayana,26.9059419,77.2924498
,Bayana,,Bayana,26.9059419,77.2924498
,Bayana,,Bayana,26.9059419,77.2924498
,Bharatpur,,Bharatpur,27.0246959,77.2920116
,Bharatpur,,Bharatpur,27.0246959,77.2920116
,Bharatpur,,Bharatpur,27.0246959,77.2920116
,Bharatpur,,Bharatpur,27.0246959,77.2920116
,Bharatpur,,Bharatpur,27.0246959,77.2920116
,Deeg,,Deeg,27.4773321,77.3257027
,Deeg,,Deeg,27.4773321,77.3257027
,Deeg,,Deeg,27.4773321,77.3257027
,Deeg,,Deeg,27.4773321,77.3257027
,Kaman,,Kaman,41.682663,32.34985
,Malah,,Malah,35.2067677,0.5680317
,Noh,,Noh,13.2309826,-1.494397
,Noh,,Noh,13.2309826,-1.494397
,Rupvaa,,Rupvaa,,
,Neelkanth,,Neelkanth,25.6529926,72.71194
,Bhangarh,,Bhangarh,22.8966033,76.1005632
,Pandrupol,,Pandrupol,,
,Tijara,,Tijara,27.9350861,76.8522328
,Kalyanpur,,Kalyanpur,22.343456,88.414597
,Nagda,,Nagda,23.4578957,75.4191114
,Kumbhalgarh,,Kumbhalgarh,25.1480528,73.5827479
,Nav Chowki Rajsamand,,Nav Chowki Rajsamand,,
,Gilund,,Gilund,25.0248925,74.2520857
,Dholpur (Jhor),,Dholpur (Jhor),,
,Dholpur / Sone- ka  Gurja,,Dholpur / Sone- ka  Gurja,,
,Dholpur,,Dholpur,26.7010642,77.896749
,Karauli,,Karauli,26.4530971,77.0160461
,Dara,,Dara,32.6227776,36.1067639
,Nathdwara,,Nathdwara,24.9121863,73.9137489
,Raktatalai,,Raktatalai,,
,Tehsil- Nathdwara,,Tehsil- Nathdwara,24.9121863,73.9137489
,Sarada,,Sarada,17.8656945,82.9696822
,Sarada,,Sarada,17.8656945,82.9696822
,Sarada,,Sarada,17.8656945,82.9696822
,Pushkar,,Pushkar,26.4876472,74.5578484
"Ruined Buddhist Stupa, Amaravati",,,"Ruined Buddhist Stupa, Amaravati",,
Buddhist Monument at Guntupalli,,,Buddhist Monument at Guntupalli,,
Chandragiri Monument,,,Chandragiri Monument,,
Hills of Nagarjunkonda with Ancient Remains,,,Hills of Nagarjunkonda with Ancient Remains,,
"Four Storeyed Rock-Cut Hindu Temples, Undavalli",,,"Four Storeyed Rock-Cut Hindu Temples, Undavalli",,
